iso3,year,category,category_name,type,type_name,value,data_type,units,source,variable
GTM,2018,A,Beneficial,A2,Fishery research and development,200490.8292,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,A,Beneficial,A3,Marine protected areas,755668.1982,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,B,Capacity-enhancing,B2,Fisheries development projects,3460672.042,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,576362.5862,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,B,Capacity-enhancing,B6,Fishing access agreements,128126.93,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,C,Ambiguous,C3,Rural fisher communities,103148.2535,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,A,Beneficial,A1,Fisheries management,1089360.147,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,A,Beneficial,A2,Fishery research and development,354359.2825,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,A,Beneficial,A3,Marine protected areas,54977.83476,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,B,Capacity-enhancing,B2,Fisheries development projects,4357676.346,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,975530.0605,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GUY,2018,C,Ambiguous,C3,Rural fisher communities,182310.2895,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,A,Beneficial,A1,Fisheries management,1338136.823,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,B,Capacity-enhancing,B2,Fisheries development projects,40962323.03,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,B,Capacity-enhancing,B6,Fishing access agreements,71892110.84,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HKG,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,A,Beneficial,A1,Fisheries management,3070215.089,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,A,Beneficial,A2,Fishery research and development,247943.8672,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,A,Beneficial,A3,Marine protected areas,5537122.062,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,B,Capacity-enhancing,B1,Boat construction and renovation,256310.0706,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,B,Capacity-enhancing,B2,Fisheries development projects,3023938.662,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,503626.1994,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,B,Capacity-enhancing,B6,Fishing access agreements,3170.57,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HND,2018,C,Ambiguous,C3,Rural fisher communities,127561.8291,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,A,Beneficial,A1,Fisheries management,9524970.569,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,A,Beneficial,A3,Marine protected areas,30231776.27,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,B,Capacity-enhancing,B2,Fisheries development projects,3833895.54,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,B,Capacity-enhancing,B6,Fishing access agreements,50112.97,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HRV,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,A,Beneficial,A1,Fisheries management,1237916.176,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,A,Beneficial,A2,Fishery research and development,247911.0515,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,B,Capacity-enhancing,B1,Boat construction and renovation,21922.71282,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,B,Capacity-enhancing,B2,Fisheries development projects,891694.0509,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,B,Capacity-enhancing,B3,Fishing port development,59211.81313,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,722732.425,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,B,Capacity-enhancing,B6,Fishing access agreements,77.21,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,C,Ambiguous,C1,Fisher assistance,23306.2033,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
HTI,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,A,Beneficial,A1,Fisheries management,210754701.2,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,A,Beneficial,A2,Fishery research and development,56386451.51,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,A,Beneficial,A3,Marine protected areas,41431606.13,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,66744946.25,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,B,Capacity-enhancing,B2,Fisheries development projects,91542906.4,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,B,Capacity-enhancing,B3,Fishing port development,26823464.5,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,140059127.8,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,98477275.81,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,B,Capacity-enhancing,B6,Fishing access agreements,1019127.28,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,B,Capacity-enhancing,B7,Fuel subsidies,141322801.1,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,C,Ambiguous,C1,Fisher assistance,4680451.016,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IDN,2018,C,Ambiguous,C3,Rural fisher communities,56310415.98,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,A,Beneficial,A1,Fisheries management,52122688.5,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,A,Beneficial,A2,Fishery research and development,26710263.24,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,A,Beneficial,A3,Marine protected areas,4127834.913,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,B,Capacity-enhancing,B1,Boat construction and renovation,8531208.046,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,B,Capacity-enhancing,B2,Fisheries development projects,159275.6736,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,B,Capacity-enhancing,B3,Fishing port development,10530705.02,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,2762127.639,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,45961256.01,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,B,Capacity-enhancing,B6,Fishing access agreements,15971345.57,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,B,Capacity-enhancing,B7,Fuel subsidies,90487776.48,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,C,Ambiguous,C1,Fisher assistance,8120990.291,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IND,2018,C,Ambiguous,C3,Rural fisher communities,11272695.27,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,A,Beneficial,A1,Fisheries management,58460651.99,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,A,Beneficial,A2,Fishery research and development,674664.1541,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,A,Beneficial,A3,Marine protected areas,44553479.65,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,B,Capacity-enhancing,B1,Boat construction and renovation,5806200.896,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,B,Capacity-enhancing,B2,Fisheries development projects,588949.9605,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,B,Capacity-enhancing,B3,Fishing port development,24496678,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,15566418.49,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,353844.8361,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,B,Capacity-enhancing,B6,Fishing access agreements,2518249.25,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,B,Capacity-enhancing,B7,Fuel subsidies,18986601.27,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,C,Ambiguous,C1,Fisher assistance,479754.6236,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRL,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,A,Beneficial,A1,Fisheries management,67491230.07,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,A,Beneficial,A2,Fishery research and development,15813395.21,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,A,Beneficial,A3,Marine protected areas,5544576.344,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,9696722.097,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,B,Capacity-enhancing,B2,Fisheries development projects,130138.9601,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,21784141.57,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,B,Capacity-enhancing,B6,Fishing access agreements,3609634.32,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRN,2018,C,Ambiguous,C3,Rural fisher communities,8457798.834,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,A,Beneficial,A1,Fisheries management,617482.2827,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,B,Capacity-enhancing,B6,Fishing access agreements,454381.89,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
IRQ,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,A,Beneficial,A1,Fisheries management,35767416.31,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,A,Beneficial,A2,Fishery research and development,20569572.26,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,A,Beneficial,A3,Marine protected areas,1531853.96,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,8645022.577,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,68865010.39,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,B,Capacity-enhancing,B6,Fishing access agreements,13355709.04,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,C,Ambiguous,C1,Fisher assistance,13233093.94,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ISL,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
